Id,Sex,Age,Height,Weight,Sport
929,0,14,162,57,1
930,0,18,155,47,1
931,0,18,155,47,1
932,0,18,155,47,1
933,0,18,155,47,1
934,0,18,155,47,1
935,0,18,155,47,1
936,0,20,162,57,1
937,0,20,162,57,1
938,0,20,162,57,1
939,0,20,162,57,1
940,0,20,162,57,1
941,1,21,162,57,1
942,1,21,162,57,1
943,1,21,162,57,1
944,1,21,162,57,1
945,1,21,162,57,1
946,1,21,162,57,1
947,1,21,162,57,1
948,1,21,162,57,1
949,1,22,162,57,1
950,1,26,162,57,1
951,0,17,162,57,1
952,0,17,162,57,1
953,0,17,162,57,1
954,0,17,162,57,1
955,0,17,162,57,1
956,0,17,162,57,1
957,1,23,162,57,1
958,1,23,168,57,1
959,1,23,168,57,1
960,1,23,168,57,1
961,1,24,166,62,1
962,1,24,166,62,1
963,1,24,166,62,1
964,1,24,166,62,1
965,1,24,166,62,1
966,1,28,166,62,1
967,1,28,166,62,1
968,1,28,166,62,1
969,1,28,166,62,1
970,1,28,166,62,1
971,1,20,162,57,1
972,1,20,162,57,1
973,1,27,162,57,1
974,1,29,162,57,1
975,1,29,162,57,1
976,1,31,162,57,1
977,1,23,162,57,1
978,1,20,162,57,1
979,1,22,162,57,1
980,1,26,162,57,1
981,1,34,162,57,1
982,1,28,162,57,1
983,1,17,162,57,1
984,1,23,162,57,1
985,0,24,162,57,1
986,0,23,162,57,1
987,0,17,151,46,1
988,0,17,151,46,1
989,0,17,151,46,1
990,0,17,151,46,1
991,0,17,151,46,1
992,1,28,162,57,1
993,1,26,162,57,1
994,0,16,158,54,1
995,0,16,158,54,1
996,0,16,158,54,1
997,0,16,158,54,1
998,0,16,158,54,1
999,0,16,158,54,1
1000,1,23,162,57,1
1001,0,18,168,69,2
1002,0,18,168,69,2
1003,1,31,189,130,2
1004,1,24,174,70,2
1005,1,23,176,69,2
1006,1,30,187,76,2
1007,1,22,177,74,2
1008,1,22,177,74,2
1009,1,26,177,74,2
1010,1,30,177,74,2
1011,0,24,168,65,2
1012,0,28,168,65,2
1013,1,22,189,80,2
1014,1,26,170,65,2
1015,0,22,179,80,2
1016,0,26,179,80,2
1017,1,22,182,67,2
1018,1,26,182,67,2
1019,0,25,168,105,2
1020,1,27,190,80,2
1021,0,35,155,43,2
1022,1,18,168,60,2
1023,1,16,180,70,2
1024,1,26,176,69,2
1025,1,23,176,64,2
1026,1,23,176,64,2
1027,1,27,176,64,2
1028,1,20,175,66,2
1029,1,22,190,88,2
1030,1,20,160,65,2
1031,1,24,181,74,2
1032,1,22,178,78,2
1033,1,22,178,78,2
1034,1,22,181,74,2
1035,1,26,183,75,2
1036,1,25,163,57,2
1037,1,21,168,57,2
1038,1,29,168,57,2
1039,1,25,176,69,2
1040,1,23,169,68,2
1041,0,19,158,49,2
1042,1,31,176,69,2
1043,1,25,176,69,2
1044,1,25,176,73,2
1045,1,25,176,73,2
1046,1,25,176,67,2
1047,1,21,176,74,2
1048,1,21,170,58,2
1049,1,20,176,69,2
1050,1,23,194,96,2
1051,1,24,170,63,2
1052,1,19,170,63,2
1053,1,23,170,63,2
1054,1,27,176,56,2
1055,1,27,176,56,2
1056,1,30,178,66,2
1057,1,34,178,66,2
1058,1,19,177,65,2
1059,1,23,177,65,2
1060,1,21,170,57,2
1061,1,25,170,57,2
1062,1,23,178,61,2
1063,1,27,178,61,2
1064,1,31,178,61,2
1065,1,35,178,61,2
1066,1,23,185,67,2
1067,1,25,176,71,2
1068,0,17,147,50,2
1069,1,24,184,70,2
1070,1,25,176,69,2
1071,1,25,176,69,2
1072,1,23,169,60,2
1073,1,23,169,60,2
1074,1,17,176,68,2
1075,1,17,168,54,2
1076,1,24,173,64,2
1077,0,22,163,56,2
1078,0,26,163,56,2
1079,1,25,178,70,2
1080,1,25,178,70,2
1081,1,25,177,68,2
1082,1,23,176,69,2
1083,1,21,172,66,2
1084,1,21,172,66,2
1085,1,25,172,66,2
1086,1,25,172,66,2
1087,0,22,180,59,2
1088,1,27,164,55,2
1089,1,25,165,65,2
1090,1,25,180,76,2
1091,0,21,170,47,2
1092,1,18,150,60,2
1093,1,19,181,66,2
1094,1,23,181,66,2
1095,1,26,190,125,2
1096,1,34,190,125,2
1097,1,24,177,75,2
1098,1,23,173,68,2
1099,1,23,173,68,2
1100,1,21,160,50,2
1101,1,21,160,50,2
1102,0,25,163,46,2
1103,0,29,163,46,2
1104,1,22,184,85,2
1105,1,30,184,85,2
1106,1,37,174,63,2
1107,0,23,173,61,2
1108,1,22,166,58,2
1109,1,24,192,68,2
1110,1,26,176,69,2
1111,1,19,181,78,2
1112,1,19,181,78,2
1113,0,30,170,60,2
1114,1,27,181,78,2
1115,1,24,173,66,2
1116,0,21,159,40,2
1117,0,21,159,40,2
1118,0,25,159,40,2
1119,0,25,159,40,2
1120,1,30,176,69,2
1121,1,30,176,69,2
1122,1,19,169,62,2
1123,0,24,173,53,2
1124,0,24,159,54,2
1125,0,26,164,58,2
1126,1,19,182,68,2
1127,0,17,170,53,2
1128,1,26,175,61,2
1129,1,26,175,61,2
1130,1,25,168,59,2
1131,1,27,176,69,2
1132,1,27,176,69,2
1133,1,30,182,79,2
1134,1,25,176,69,2
1135,1,21,190,65,2
1136,1,25,190,65,2
1137,1,23,175,75,2
1138,1,31,180,64,2
1139,1,22,193,78,2
1140,1,25,186,84,2
1141,1,33,178,61,2
1142,0,19,167,53,2
1143,0,19,167,53,2
1144,0,23,167,53,2
1145,0,23,167,53,2
1146,0,27,167,53,2
